Código,Código control,Fecha siembra,Tratamiento,RetiroTratamiento,Agua inicial,Zona,Familia,Genero,Especie,Nombre común,Isla,Sitio específico,Latitud,Longitud,Sustrato,Altitud,Proyecto,Subproyecto
13244,13276,18/3/2021,Waterboxx®,,15,Transición,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca Darwin's Eco-Garden 2,-0.697116,-90.348259,Rocoso-arcilloso,205.46,Restauración ecológica,Restauración rural
13245,13279,18/3/2021,Cocoon,,20,Transición,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca Darwin's Eco-Garden 2,-0.697161,-90.348283,Rocoso-arcilloso,202.95,Restauración ecológica,Restauración rural
13246,13283,18/3/2021,Cocoon,,5,Transición,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca Darwin's Eco-Garden 2,-0.697121,-90.348289,Rocoso-arcilloso,206.41,Restauración ecológica,Restauración rural
13247,13283,18/3/2021,Waterboxx®,,15,Transición,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca Darwin's Eco-Garden 2,-0.697085,-90.348275,Rocoso-arcilloso,212.17,Restauración ecológica,Restauración rural
13248,13260,18/3/2021,Hidrogel,,5,Transición,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca Darwin's Eco-Garden 2,-0.69715,-90.348346,Rocoso-arcilloso,211.99,Restauración ecológica,Restauración rural
13249,13276,18/3/2021,Hidrogel,,5,Transición,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca Darwin's Eco-Garden 2,-0.697057,-90.348325,Rocoso-arcilloso,215.23,Restauración ecológica,Restauración rural
13251,0,18/3/2021,Control,,5,Transición,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca Darwin's Eco-Garden 2,-0.69708,-90.348389,Rocoso-arcilloso,216.51,Restauración ecológica,Restauración rural
13253,13252,18/3/2021,Hidrogel,,5,Transición,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca Darwin's Eco-Garden 2,-0.697097,-90.348436,Rocoso-arcilloso,210.4,Restauración ecológica,Restauración rural
13254,0,18/3/2021,Control,,5,Transición,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca Darwin's Eco-Garden 2,-0.696695,-90.347306,Rocoso-arcilloso,223.41,Restauración ecológica,Restauración rural
13256,13283,18/3/2021,Hidrogel,,5,Transición,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca Darwin's Eco-Garden 2,-0.696647,-90.347323,Rocoso-arcilloso,214.24,Restauración ecológica,Restauración rural
13259,13254,18/3/2021,Hidrogel,,5,Transición,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca Darwin's Eco-Garden 2,-0.696542,-90.34725,Rocoso-arcilloso,218.25,Restauración ecológica,Restauración rural
13260,0,18/3/2021,Control,,5,Transición,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca Darwin's Eco-Garden 2,-0.696595,-90.347318,Rocoso-arcilloso,214.38,Restauración ecológica,Restauración rural
13261,13260,18/3/2021,Hidrogel,,5,Transición,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca Darwin's Eco-Garden 2,-0.696638,-90.347276,Rocoso-arcilloso,210.85,Restauración ecológica,Restauración rural
13265,13254,18/3/2021,Waterboxx®,,15,Transición,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca Darwin's Eco-Garden 2,-0.696658,-90.347141,Rocoso-arcilloso,209.15,Restauración ecológica,Restauración rural
13269,13279,18/3/2021,Waterboxx®,,15,Transición,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca Darwin's Eco-Garden 2,-0.696646,-90.347058,Rocoso-arcilloso,212.11,Restauración ecológica,Restauración rural
13274,13283,18/3/2021,Hidrogel,,5,Transición,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca Darwin's Eco-Garden 2,-0.696595,-90.347043,Rocoso-arcilloso,210.06,Restauración ecológica,Restauración rural
13276,0,18/3/2021,Control,,5,Transición,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca Darwin's Eco-Garden 2,-0.696642,-90.346998,Rocoso-arcilloso,212.1,Restauración ecológica,Restauración rural
13279,0,18/3/2021,Control,,5,Transición,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca Darwin's Eco-Garden 2,-0.696681,-90.347005,Rocoso-arcilloso,218.84,Restauración ecológica,Restauración rural
13281,13254,18/3/2021,Hidrogel,,5,Transición,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca Darwin's Eco-Garden 2,-0.69663,-90.346951,Rocoso-arcilloso,214.82,Restauración ecológica,Restauración rural
13283,0,18/3/2021,Control,,5,Transición,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca Darwin's Eco-Garden 2,-0.69663,-90.346919,Rocoso-arcilloso,216.62,Restauración ecológica,Restauración rural
13478,0,26/3/2021,Control,,0,Transición,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca N. Andrade restauracion,-0.92858,-89.557075,Humífero-arcilloso,173.16,Restauración ecológica,Restauración rural
13480,13478,26/3/2021,Waterboxx®,,15,Transición,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca N. Andrade restauracion,-0.928584,-89.55707,Humífero-arcilloso,173.16,Restauración ecológica,Restauración rural
13482,13486,26/3/2021,Hidrogel,,5,Transición,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca N. Andrade restauracion,-0.92861,-89.557083,Humífero-arcilloso,174.09,Restauración ecológica,Restauración rural
13483,13490,26/3/2021,Waterboxx®,,15,Transición,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca N. Andrade restauracion,-0.928624,-89.557085,Humífero-arcilloso,173.87,Restauración ecológica,Restauración rural
13485,13509,26/3/2021,Cocoon,,20,Transición,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca N. Andrade restauracion,-0.928645,-89.557097,Humífero-arcilloso,173.73,Restauración ecológica,Restauración rural
13486,0,26/3/2021,Control,,0,Transición,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca N. Andrade restauracion,-0.928656,-89.5571,Humífero-arcilloso,173.78,Restauración ecológica,Restauración rural
13488,13510,26/3/2021,Cocoon,,20,Transición,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca N. Andrade restauracion,-0.928683,-89.557106,Humífero-arcilloso,173.73,Restauración ecológica,Restauración rural
13489,13486,26/3/2021,Waterboxx®,,15,Transición,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca N. Andrade restauracion,-0.928692,-89.557113,Humífero-arcilloso,173.65,Restauración ecológica,Restauración rural
13490,0,26/3/2021,Control,,0,Transición,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca N. Andrade restauracion,-0.928704,-89.557114,Humífero-arcilloso,173.88,Restauración ecológica,Restauración rural
13492,13486,26/3/2021,Hidrogel,,5,Transición,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca N. Andrade restauracion,-0.928703,-89.557119,Humífero-arcilloso,173.91,Restauración ecológica,Restauración rural
13494,13490,26/3/2021,Cocoon,,20,Transición,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca N. Andrade restauracion,-0.928741,-89.557155,Humífero-arcilloso,172.18,Restauración ecológica,Restauración rural
13496,13509,26/3/2021,Cocoon,,20,Transición,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca N. Andrade restauracion,-0.928723,-89.557176,Humífero-arcilloso,172.34,Restauración ecológica,Restauración rural
13498,13511,26/3/2021,Waterboxx®,,15,Transición,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca N. Andrade restauracion,-0.928716,-89.557201,Humífero-arcilloso,173.9,Restauración ecológica,Restauración rural
13499,13515,26/3/2021,Cocoon,,20,Transición,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca N. Andrade restauracion,-0.92872,-89.557216,Humífero-arcilloso,174.05,Restauración ecológica,Restauración rural
13501,13490,26/3/2021,Waterboxx®,,15,Transición,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca N. Andrade restauracion,-0.92871,-89.557234,Humífero-arcilloso,173.73,Restauración ecológica,Restauración rural
13503,13510,26/3/2021,Cocoon,,20,Transición,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca N. Andrade restauracion,-0.928679,-89.557276,Humífero-arcilloso,168.08,Restauración ecológica,Restauración rural
13504,13478,26/3/2021,Hidrogel,,5,Transición,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca N. Andrade restauracion,-0.928686,-89.557293,Humífero-arcilloso,168.63,Restauración ecológica,Restauración rural
13505,13486,26/3/2021,Waterboxx®,,15,Transición,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca N. Andrade restauracion,-0.928693,-89.557298,Humífero-arcilloso,168.79,Restauración ecológica,Restauración rural
13507,13490,26/3/2021,Waterboxx®,,15,Transición,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca N. Andrade restauracion,-0.928675,-89.557302,Humífero-arcilloso,170.27,Restauración ecológica,Restauración rural
13508,13490,26/3/2021,Hidrogel,,15,Transición,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca N. Andrade restauracion,-0.928675,-89.557313,Humífero-arcilloso,170.94,Restauración ecológica,Restauración rural
13509,0,26/3/2021,Control,,0,Transición,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca N. Andrade restauracion,-0.928652,-89.557324,Humífero-arcilloso,171.38,Restauración ecológica,Restauración rural
13510,0,26/3/2021,Control,,0,Transición,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca N. Andrade restauracion,-0.928648,-89.557339,Humífero-arcilloso,171.58,Restauración ecológica,Restauración rural
13511,0,26/3/2021,Control,,0,Transición,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca N. Andrade restauracion,-0.928662,-89.557343,Humífero-arcilloso,171.68,Restauración ecológica,Restauración rural
13512,13509,26/3/2021,Hidrogel,,5,Transición,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca N. Andrade restauracion,-0.928657,-89.557358,Humífero-arcilloso,171.43,Restauración ecológica,Restauración rural
13513,13490,26/3/2021,Hidrogel,,5,Transición,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca N. Andrade restauracion,-0.928652,-89.557373,Humífero-arcilloso,172.23,Restauración ecológica,Restauración rural
13514,0,26/3/2021,Control,,0,Transición,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca N. Andrade restauracion,-0.928645,-89.557365,Humífero-arcilloso,173.32,Restauración ecológica,Restauración rural
13516,13514,26/3/2021,Cocoon,,20,Transición,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca N. Andrade restauracion,-0.92862,-89.557357,Humífero-arcilloso,173.34,Restauración ecológica,Restauración rural
13517,13514,26/3/2021,Hidrogel,,5,Transición,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca N. Andrade restauracion,-0.928612,-89.557355,Humífero-arcilloso,173.39,Restauración ecológica,Restauración rural
14297,14299,23/9/2021,Waterboxx®,,15,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca Mario Piu 2,-0.702971,-90.356027,Humífero-rocoso,177.1,Restauración ecológica,Restauración rural
14298,14303,23/9/2021,Waterboxx®,,15,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca Mario Piu 2,-0.703202,-90.355898,Humífero-rocoso,169.12,Restauración ecológica,Restauración rural
14299,0,23/9/2021,Control,,0,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca Mario Piu 2,-0.703212,-90.355892,Humífero-rocoso,169.85,Restauración ecológica,Restauración rural
14300,14304,23/9/2021,Waterboxx®,,15,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca Mario Piu 2,-0.703289,-90.355922,Humífero-rocoso,168.38,Restauración ecológica,Restauración rural
14301,14313,23/9/2021,Hidrogel,,5,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca Mario Piu 2,-0.703361,-90.355934,Humífero-rocoso,164.14,Restauración ecológica,Restauración rural
14302,14318,23/9/2021,Waterboxx®,,15,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca Mario Piu 2,-0.703591,-90.356094,Humífero-rocoso,168.88,Restauración ecológica,Restauración rural
14303,0,23/9/2021,Control,,0,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca Mario Piu 2,-0.703626,-90.356108,Humífero-rocoso,167.75,Restauración ecológica,Restauración rural
14304,0,23/9/2021,Control,,0,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca Mario Piu 2,-0.703528,-90.35582,Humífero-rocoso,165.45,Restauración ecológica,Restauración rural
14305,14323,23/9/2021,Cocoon_Hidrogel,,20,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca Mario Piu 2,-0.703474,-90.355761,Humífero-rocoso,169.56,Restauración ecológica,Restauración rural
14306,14327,23/9/2021,Hidrogel,,5,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca Mario Piu 2,-0.703477,-90.355829,Humífero-rocoso,168.02,Restauración ecológica,Restauración rural
14307,14328,23/9/2021,Waterboxx®,,15,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca Mario Piu 2,-0.703474,-90.355764,Humífero-rocoso,169.54,Restauración ecológica,Restauración rural
14308,14331,23/9/2021,Waterboxx®,,15,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca Mario Piu 2,-0.703338,-90.355665,Humífero-rocoso,174.85,Restauración ecológica,Restauración rural
14309,0,23/9/2021,Control,,0,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca Mario Piu 2,-0.703281,-90.355718,Humífero-rocoso,172.93,Restauración ecológica,Restauración rural
14310,14334,23/9/2021,Hidrogel,,5,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca Mario Piu 2,-0.703244,-90.355645,Humífero-rocoso,172.98,Restauración ecológica,Restauración rural
14311,14351,23/9/2021,Hidrogel,,5,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca Mario Piu 2,-0.703178,-90.355656,Humífero-rocoso,173.57,Restauración ecológica,Restauración rural
14312,14352,23/9/2021,Cocoon,,20,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca Mario Piu 2,-0.703163,-90.355704,Humífero-rocoso,176.38,Restauración ecológica,Restauración rural
14313,0,23/9/2021,Control,,0,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca Mario Piu 2,-0.703106,-90.355681,Humífero-rocoso,177.65,Restauración ecológica,Restauración rural
14314,14354,23/9/2021,Waterboxx®,,15,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca Mario Piu 2,-0.70313,-90.355803,Humífero-rocoso,176.63,Restauración ecológica,Restauración rural
14315,14355,23/9/2021,Cocoon,,20,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca Mario Piu 2,-0.703113,-90.355536,Humífero-rocoso,174.61,Restauración ecológica,Restauración rural
14316,14358,23/9/2021,Hidrogel,,5,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca Mario Piu 2,-0.703258,-90.355538,Humífero-rocoso,174.37,Restauración ecológica,Restauración rural
14317,14299,23/9/2021,Cocoon,,20,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca Mario Piu 2,-0.703309,-90.355587,Humífero-rocoso,173.86,Restauración ecológica,Restauración rural
14318,0,23/9/2021,Control,,0,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca Mario Piu 2,-0.703609,-90.355619,Humífero-rocoso,172.32,Restauración ecológica,Restauración rural
14319,14303,23/9/2021,Waterboxx®,,15,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca Mario Piu 2,-0.703594,-90.355383,Humífero-rocoso,171.86,Restauración ecológica,Restauración rural
14320,14304,23/9/2021,Hidrogel,,5,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca Mario Piu 2,-0.703522,-90.355238,Humífero-rocoso,175.72,Restauración ecológica,Restauración rural
14321,14309,23/9/2021,Waterboxx®,,15,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca Mario Piu 2,-0.703522,-90.355238,Humífero-rocoso,175.72,Restauración ecológica,Restauración rural
14322,14313,23/9/2021,Cocoon,,20,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca Mario Piu 2,-0.703431,-90.355233,Humífero-rocoso,170.87,Restauración ecológica,Restauración rural
14323,0,23/9/2021,Control,,0,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca Mario Piu 2,-0.703449,-90.355249,Humífero-rocoso,171.04,Restauración ecológica,Restauración rural
14324,14318,23/9/2021,Cocoon,,20,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca Mario Piu 2,-0.703365,-90.355291,Humífero-rocoso,170.74,Restauración ecológica,Restauración rural
14325,14323,23/9/2021,Cocoon,,20,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca Mario Piu 2,-0.703219,-90.355385,Humífero-rocoso,171.47,Restauración ecológica,Restauración rural
14326,14323,23/9/2021,Waterboxx®,11/1/2023,15,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca Mario Piu 2,-0.703214,-90.355452,Humífero-rocoso,174.87,Restauración ecológica,Restauración rural
14327,0,23/9/2021,Control,,0,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca Mario Piu 2,-0.703218,-90.355463,Humífero-rocoso,174.98,Restauración ecológica,Restauración rural
14328,0,23/9/2021,Control,,0,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca Mario Piu 2,-0.703158,-90.355377,Humífero-rocoso,174.45,Restauración ecológica,Restauración rural
14329,14327,23/9/2021,Cocoon,,20,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca Mario Piu 2,-0.703156,-90.355374,Humífero-rocoso,174.47,Restauración ecológica,Restauración rural
14330,14331,23/9/2021,Cocoon,,20,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca Mario Piu 2,-0.70312,-90.355444,Humífero-rocoso,177.04,Restauración ecológica,Restauración rural
14331,0,23/9/2021,Control,,0,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca Mario Piu 2,-0.703119,-90.355446,Humífero-rocoso,176.83,Restauración ecológica,Restauración rural
14332,14327,23/9/2021,Cocoon,,20,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca Mario Piu 2,-0.7032,-90.355219,Humífero-rocoso,174.96,Restauración ecológica,Restauración rural
14333,14331,23/9/2021,Cocoon,,20,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca Mario Piu 2,-0.703197,-90.355133,Humífero-rocoso,178.67,Restauración ecológica,Restauración rural
14334,0,23/9/2021,Control,,0,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca Mario Piu 2,-0.703421,-90.355128,Humífero-rocoso,174.97,Restauración ecológica,Restauración rural
14335,14331,23/9/2021,Waterboxx®,3/12/2021,15,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca Mario Piu 2,-0.703528,-90.355137,Humífero-rocoso,175.76,Restauración ecológica,Restauración rural
14336,14328,23/9/2021,Cocoon,,20,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca Mario Piu 2,-0.703555,-90.355095,Humífero-rocoso,176.71,Restauración ecológica,Restauración rural
14337,14334,23/9/2021,Hidrogel,,5,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca Mario Piu 2,-0.703563,-90.355122,Humífero-rocoso,177.33,Restauración ecológica,Restauración rural
14338,14331,23/9/2021,Cocoon,,20,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca Mario Piu 2,-0.703497,-90.354994,Humífero-rocoso,176.29,Restauración ecológica,Restauración rural
14339,14334,23/9/2021,Hidrogel,,5,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca Mario Piu 2,-0.703402,-90.354953,Humífero-rocoso,177.14,Restauración ecológica,Restauración rural
14340,14351,23/9/2021,Waterboxx®,,15,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca Mario Piu 2,-0.703393,-90.354985,Humífero-rocoso,179.57,Restauración ecológica,Restauración rural
14341,14352,23/9/2021,Cocoon,,20,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca Mario Piu 2,-0.70333,-90.355024,Humífero-rocoso,178.72,Restauración ecológica,Restauración rural
14342,14353,23/9/2021,Cocoon,,20,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca Mario Piu 2,-0.703217,-90.355015,Humífero-rocoso,181.44,Restauración ecológica,Restauración rural
14343,14354,23/9/2021,Cocoon,,20,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca Mario Piu 2,-0.703135,-90.355043,Humífero-rocoso,183.03,Restauración ecológica,Restauración rural
14344,14355,23/9/2021,Hidrogel,,5,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca Mario Piu 2,-0.703067,-90.355022,Humífero-rocoso,182.21,Restauración ecológica,Restauración rural
14345,14355,23/9/2021,Cocoon,,20,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca Mario Piu 2,-0.703047,-90.355009,Humífero-rocoso,185.66,Restauración ecológica,Restauración rural
14346,14358,23/9/2021,Hidrogel,,5,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca Mario Piu 2,-0.703015,-90.355132,Humífero-rocoso,179.24,Restauración ecológica,Restauración rural
14347,0,23/9/2021,Control,,0,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca Mario Piu 2,-0.702963,-90.354939,Humífero-rocoso,179.88,Restauración ecológica,Restauración rural
14348,14299,23/9/2021,Waterboxx®,,15,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca Mario Piu 2,-0.703062,-90.354863,Humífero-rocoso,179.72,Restauración ecológica,Restauración rural
14349,14303,23/9/2021,Cocoon,,20,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca Mario Piu 2,-0.703218,-90.354902,Humífero-rocoso,179.06,Restauración ecológica,Restauración rural
14350,14304,23/9/2021,Waterboxx®,,15,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca Mario Piu 2,-0.703548,-90.354696,Humífero-rocoso,176.82,Restauración ecológica,Restauración rural
14351,0,23/9/2021,Control,,0,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca Mario Piu 2,-0.703491,-90.354717,Humífero-rocoso,180.58,Restauración ecológica,Restauración rural
14352,0,23/9/2021,Control,,0,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca Mario Piu 2,-0.703419,-90.354586,Humífero-rocoso,182.83,Restauración ecológica,Restauración rural
14353,0,23/9/2021,Control,,0,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca Mario Piu 2,-0.703548,-90.354446,Humífero-rocoso,181.87,Restauración ecológica,Restauración rural
14354,0,23/9/2021,Control,,0,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca Mario Piu 2,-0.703539,-90.354445,Humífero-rocoso,182.02,Restauración ecológica,Restauración rural
14355,0,23/9/2021,Control,,0,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca Mario Piu 2,-0.703536,-90.354445,Humífero-rocoso,182.61,Restauración ecológica,Restauración rural
14356,14318,23/9/2021,Waterboxx®,,15,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca Mario Piu 2,-0.703443,-90.354449,Humífero-rocoso,181.46,Restauración ecológica,Restauración rural
14357,14323,23/9/2021,Waterboxx®,,15,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca Mario Piu 2,-0.703349,-90.354636,Humífero-rocoso,177.24,Restauración ecológica,Restauración rural
14358,0,23/9/2021,Control,,0,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca Mario Piu 2,-0.703206,-90.354732,Humífero-rocoso,175.86,Restauración ecológica,Restauración rural
14359,14327,23/9/2021,Waterboxx®,3/12/2021,15,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca Mario Piu 2,-0.703207,-90.354764,Humífero-rocoso,173.73,Restauración ecológica,Restauración rural
14360,14327,23/9/2021,Waterboxx®,,15,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca Mario Piu 2,-0.703097,-90.354678,Humífero-rocoso,175.36,Restauración ecológica,Restauración rural
14361,14328,23/9/2021,Hidrogel,,5,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca Mario Piu 2,-0.703081,-90.354728,Humífero-rocoso,174.15,Restauración ecológica,Restauración rural
14362,14331,23/9/2021,Waterboxx®,,15,Húmeda,Asteraceae,Scalesia,pedunculata var. pedunculata Hook. f.,lechoso,,Finca Mario Piu 2,-0.703006,-90.354733,Humífero-rocoso,178.65,Restauración ecológica,Restauración rural
